,date,state,positive,negative,pending,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,recovered,dataQualityGrade,lastUpdateEt,dateModified,checkTimeEt,death,hospitalized,dateChecked,totalTestsViral,positiveTestsViral,negativeTestsViral,positiveCasesViral,fips,positiveIncrease,negativeIncrease,total,totalTestResults,totalTestResultsIncrease,posNeg,deathIncrease,hospitalizedIncrease,hash,commercialScore,negativeRegularScore,negativeScore,positiveScore,score,grade
37,20200524,AZ,16339,167302,,804.0,3026,322.0,,201.0,,4132.0,A+,5/24/2020 00:00,2020-05-24T00:00:00Z,05/23 20:00,800.0,3026,2020-05-24T00:00:00Z,183641,,,,4,300,2902,183641,183641,3202,183641,1,42,731ad5e434dce6b7e3eb019d8d6fbca754323312,0,0,0,0,0,
38,20200523,AZ,16039,164400,,784.0,2984,309.0,,193.0,,4033.0,A+,5/23/2020 00:00,2020-05-23T00:00:00Z,05/22 20:00,799.0,2984,2020-05-23T00:00:00Z,180439,12089.0,,,4,431,4005,180439,180439,4436,180439,24,41,c74eb76fce354aa253467baf70a16343e252e107,0,0,0,0,0,
39,20200522,AZ,15608,160395,,796.0,2943,311.0,,203.0,,3949.0,A+,5/22/2020 00:00,2020-05-22T00:00:00Z,05/21 20:00,775.0,2943,2020-05-22T00:00:00Z,176003,,,,4,293,4083,176003,176003,4376,176003,12,58,067b3b713a22e1e5cb814c14e88dd6fd8aca3bc5,0,0,0,0,0,
40,20200521,AZ,15315,156312,,812.0,2885,299.0,,197.0,,3872.0,A+,5/21/2020 00:00,2020-05-21T00:00:00Z,05/20 20:00,763.0,2885,2020-05-21T00:00:00Z,171627,,,,4,418,5774,171627,171627,6192,171627,16,49,d29c5baf289d48fcbdb483bc58835254305991d3,0,0,0,0,0,
41,20200520,AZ,14897,150538,,810.0,2836,298.0,,208.0,,3773.0,A+,5/20/2020 00:00,2020-05-20T00:00:00Z,05/19 20:00,747.0,2836,2020-05-20T00:00:00Z,165435,,,,4,331,3533,165435,165435,3864,165435,43,36,3eab279b2bbeb229ca78164a3bf82c409ce2c798,0,0,0,0,0,
42,20200519,AZ,14566,147005,,792.0,2800,318.0,,201.0,,3693.0,A+,5/19/2020 00:00,2020-05-19T00:00:00Z,05/18 20:00,704.0,2800,2020-05-19T00:00:00Z,161571,,,,4,396,4702,161571,161571,5098,161571,18,43,f1be55d32fdedc175aebe326a75ab005816d2992,0,0,0,0,0,
43,20200518,AZ,14170,142303,,820.0,2757,329.0,,200.0,,3570.0,A+,5/18/2020 00:00,2020-05-18T00:00:00Z,05/17 20:00,686.0,2757,2020-05-18T00:00:00Z,156473,,,,4,233,4479,156473,156473,4712,156473,6,54,0ed224fee8cd0bac250f1bbf7d56a21f4b98b983,0,0,0,0,0,
44,20200517,AZ,13937,137824,,796.0,2703,337.0,,201.0,,3450.0,A+,5/17/2020 00:00,2020-05-17T00:00:00Z,05/16 20:00,680.0,2703,2020-05-17T00:00:00Z,151761,,,,4,306,4667,151761,151761,4973,151761,1,30,d38483d944aafb46a16eee6b3574feafed23062b,0,0,0,0,0,
45,20200516,AZ,13631,133157,,791.0,2673,344.0,,210.0,,3357.0,A+,5/16/2020 00:00,2020-05-16T00:00:00Z,05/15 20:00,679.0,2673,2020-05-16T00:00:00Z,146788,,,,4,462,4325,146788,146788,4787,146788,28,37,ca542d2f491c94486d55d6f938bf0b9e6d21b062,0,0,0,0,0,
46,20200515,AZ,13169,128832,,808.0,2636,313.0,,222.0,,3145.0,A+,5/15/2020 00:00,2020-05-15T00:00:00Z,05/14 20:00,651.0,2636,2020-05-15T00:00:00Z,142001,,,,4,495,7168,142001,142001,7663,142001,27,41,3d337167484817ee14de674bae33cd31ab6151af,0,0,0,0,0,
47,20200514,AZ,12674,121664,,781.0,2595,323.0,,201.0,,3074.0,A+,5/14/2020 00:00,2020-05-14T00:00:00Z,05/13 20:00,624.0,2595,2020-05-14T00:00:00Z,134338,,,,4,498,6090,134338,134338,6588,134338,30,52,4ee52adc2508c9e7ccf6516fb7268183683f8828,0,0,0,0,0,
48,20200513,AZ,12176,115574,,755.0,2543,292.0,,191.0,,2979.0,A+,5/13/2020 00:00,2020-05-13T00:00:00Z,05/12 20:00,594.0,2543,2020-05-13T00:00:00Z,165810,,,,4,440,4468,127750,127750,4908,127750,32,39,c41515bf3f1171daecc90a25795bf4d06dff51bd,0,0,0,0,0,
49,20200512,AZ,11736,111106,,765.0,2504,318.0,,204.0,,2909.0,A+,5/12/2020 00:00,2020-05-12T00:00:00Z,05/11 20:00,562.0,2504,2020-05-12T00:00:00Z,122842,,,,4,356,6022,122842,122842,6378,122842,20,42,ab34fe1286391c2ce13d4cdbd7daaea269bedfdc,0,0,0,0,0,
50,20200511,AZ,11380,105084,,717.0,2462,297.0,,201.0,,2852.0,A+,5/11/2020 00:00,2020-05-11T00:00:00Z,05/10 20:00,542.0,2462,2020-05-11T00:00:00Z,116464,,,,4,261,5826,116464,116464,6087,116464,6,41,4d544417157c72e3860eaa614ffc02a2a2b0e150,0,0,0,0,0,
51,20200510,AZ,11119,99258,,713.0,2421,300.0,,195.0,,2775.0,A+,5/10/2020 00:00,2020-05-10T00:00:00Z,05/09 20:00,536.0,2421,2020-05-10T00:00:00Z,110377,,,,4,159,4408,110377,110377,4567,110377,4,35,f4c13252a7e64ff9275aceb038f4e47caefc831b,0,0,0,0,0,
52,20200509,AZ,10960,94850,,739.0,2386,296.0,,186.0,,2684.0,A+,5/9/2020 00:00,2020-05-09T00:00:00Z,05/08 20:00,532.0,2386,2020-05-09T00:00:00Z,105810,,,,4,434,4251,105810,105810,4685,105810,15,36,5c9c918cd587de9ee71b539c870a8519dcf36b88,0,0,0,0,0,
53,20200508,AZ,10526,90599,,730.0,2350,295.0,,197.0,,1747.0,A+,5/8/2020 00:00,2020-05-08T00:00:00Z,05/07 20:00,517.0,2350,2020-05-08T00:00:00Z,101125,,,,4,581,4110,101125,101125,4691,101125,67,58,51e74009389de9dea16d4abe1d71571f4aed3d90,0,0,0,0,0,
54,20200507,AZ,9945,86489,,766.0,2292,288.0,,196.0,,1722.0,A+,5/7/2020 00:00,2020-05-07T00:00:00Z,05/06 20:00,450.0,2292,2020-05-07T00:00:00Z,96434,,,,4,238,4459,96434,96434,4697,96434,24,48,a3492a531ff40a86c9a5545b48d1188753ff44dc,0,0,0,0,0,
55,20200506,AZ,9707,82030,,754.0,2244,286.0,,193.0,,1693.0,A+,5/6/2020 00:00,2020-05-06T00:00:00Z,05/05 20:00,426.0,2244,2020-05-06T00:00:00Z,91737,,,,4,402,3075,91737,91737,3477,91737,31,52,cfb4b968deb2fdf3b0c936422d2970b7699f80ad,0,0,0,0,0,
56,20200505,AZ,9305,78955,,728.0,2192,303.0,,185.0,,1671.0,A+,5/5/2020 00:00,2020-05-05T00:00:00Z,05/04 20:00,395.0,2192,2020-05-05T00:00:00Z,88260,,,,4,386,2621,88260,88260,3007,88260,33,57,fc9ad2b387f0d6c550fec89018c2e30b237dc893,0,0,0,0,0,
57,20200504,AZ,8919,76334,,703.0,2135,288.0,,200.0,,1632.0,A+,5/4/2020 00:00,2020-05-04T00:00:00Z,05/03 20:00,362.0,2135,2020-05-04T00:00:00Z,85253,,,,4,279,3855,85253,85253,4134,85253,0,46,b50e03e9e5f1497ff9a8c2acaae24704eae0bb5a,0,0,0,0,0,
58,20200503,AZ,8640,72479,,732.0,2089,282.0,,192.0,,1597.0,A+,5/3/2020 00:00,2020-05-03T00:00:00Z,05/02 20:00,362.0,2089,2020-05-03T00:00:00Z,81119,,,,4,276,2846,81119,81119,3122,81119,14,56,1a085e5cbb6acac58ffe8d0fd78b941cc96fdcc1,0,0,0,0,0,
59,20200502,AZ,8364,69633,,718.0,2033,291.0,,198.0,,1565.0,A+,5/2/2020 00:00,2020-05-02T00:00:00Z,05/01 20:00,348.0,2033,2020-05-02T00:00:00Z,77997,,,,4,402,2716,77997,77997,3118,77997,18,47,55bf7b7332940b037c928e07324782d65c3eb3ae,0,0,0,0,0,
60,20200501,AZ,7962,66917,,709.0,1986,311.0,,187.0,,1528.0,A+,5/1/2020 00:00,2020-05-01T00:00:00Z,04/30 20:00,330.0,1986,2020-05-01T00:00:00Z,74879,,,,4,314,2779,74879,74879,3093,74879,10,49,ee2b71a6efe82ce89ae4d20c6cad624f1e624c6c,0,0,0,0,0,
61,20200430,AZ,7648,64138,,755.0,1937,311.0,,194.0,,1499.0,A+,4/30/2020 00:00,2020-04-30T00:00:00Z,04/29 20:00,320.0,1937,2020-04-30T00:00:00Z,71786,,,,4,446,2527,71786,71786,2973,71786,16,53,366647ff256b6d3787a3f1a47bb288427e721832,0,0,0,0,0,
62,20200429,AZ,7202,61611,,756.0,1884,312.0,,191.0,,1475.0,A+,4/29/2020 00:00,2020-04-29T00:00:00Z,04/28 20:00,304.0,1884,2020-04-29T00:00:00Z,68813,,,,4,254,1121,68813,68813,1375,68813,11,60,a98c4b8b427247bc8ecbd867e70745c81bdcb5bc,0,0,0,0,0,
63,20200428,AZ,6948,60490,,737.0,1824,303.0,,193.0,,1450.0,A+,4/27/2020 00:00,2020-04-27T00:00:00Z,04/26 20:00,293.0,1824,2020-04-27T00:00:00Z,67438,,,,4,232,663,67438,67438,895,67438,18,52,9ab843292e4edf11a3cb9e67d8b4d6e135084b0a,0,0,0,0,0,
64,20200427,AZ,6716,59827,,647.0,1772,328.0,,200.0,,1418.0,A+,4/27/2020 00:00,2020-04-27T00:00:00Z,04/26 20:00,275.0,1772,2020-04-27T00:00:00Z,66543,,,,4,190,1542,66543,66543,1732,66543,0,56,5dcc97a61334d12c58c24325fba67e0a87222826,0,0,0,0,0,
65,20200426,AZ,6526,58285,,671.0,1716,308.0,,200.0,,1383.0,A+,4/26/2020 00:00,2020-04-26T00:00:00Z,04/25 20:00,275.0,1716,2020-04-26T00:00:00Z,64811,,,,4,246,2057,64811,64811,2303,64811,9,44,f49a4be969950fa51c9264f8d8babe03aa20d2f9,0,0,0,0,0,
66,20200425,AZ,6280,56228,,697.0,1672,313.0,,191.0,,1345.0,A+,4/25/2020 00:00,2020-04-25T00:00:00Z,04/24 20:00,266.0,1672,2020-04-25T00:00:00Z,62508,,,,4,235,1559,62508,62508,1794,62508,0,46,bf2c8a6201d810b596e66867e929b78bfd79ab04,0,0,0,0,0,
67,20200424,AZ,6045,54669,,639.0,1626,332.0,,186.0,,1313.0,B,4/24/2020 00:00,2020-04-24T00:00:00Z,04/23 20:00,266.0,1626,2020-04-24T00:00:00Z,60714,,,,4,276,1741,60714,60714,2017,60714,17,54,7fbf2d366153cc062439e74ce3c6f1bf9f293911,0,0,0,0,0,
68,20200423,AZ,5769,52928,,699.0,1572,305.0,,201.0,,1282.0,B,4/23/2020 00:00,2020-04-23T00:00:00Z,04/22 20:00,249.0,1572,2020-04-23T00:00:00Z,58697,,,,4,310,1786,58697,58697,2096,58697,20,44,75b921ec719b1f14a48f45dac8d642c7977f83d8,0,0,0,0,0,
69,20200422,AZ,5459,51142,,664.0,1528,300.0,,195.0,,1265.0,B,4/22/2020 00:00,2020-04-22T00:00:00Z,04/21 20:00,229.0,1528,2020-04-22T00:00:00Z,56601,,,,4,208,1241,56601,56601,1449,56601,21,44,97da166a489f9e3c8f607a55d2d48a309ec2097f,0,0,0,0,0,
70,20200421,AZ,5251,49901,,637.0,1484,285.0,,181.0,,1155.0,B,4/21/2020 00:00,2020-04-21T00:00:00Z,04/20 20:00,208.0,1484,2020-04-21T00:00:00Z,55152,,,,4,187,465,55152,55152,652,55152,21,30,ed0762d96690f3b1f04d1ce1ce10b1998f1606fb,0,0,0,0,0,
71,20200420,AZ,5064,49436,,637.0,1454,285.0,,181.0,,1155.0,B,4/20/2020 00:00,2020-04-20T00:00:00Z,04/19 20:00,187.0,1454,2020-04-20T00:00:00Z,54500,,,,4,135,1375,54500,54500,1510,54500,3,67,c2255ba1a2b722cf1477b9a93d56e7c66a83d6b9,0,0,0,0,0,
72,20200419,AZ,4929,48061,,631.0,1387,283.0,,187.0,,994.0,B,4/19/2020 00:00,2020-04-19T00:00:00Z,04/18 20:00,184.0,1387,2020-04-19T00:00:00Z,52990,,,,4,210,1735,52990,52990,1945,52990,7,46,96a093880230c306ffba933508b4aad46bc1cee9,0,0,0,0,0,
73,20200418,AZ,4719,46326,,566.0,1341,285.0,,178.0,,539.0,B,4/18/2020 00:00,2020-04-18T00:00:00Z,04/17 20:00,177.0,1341,2020-04-18T00:00:00Z,51045,,,,4,212,1603,51045,51045,1815,51045,8,52,1bc23fd3c8efe39012ffa6875663e7d848aba8ce,0,0,0,0,0,
74,20200417,AZ,4507,44723,,566.0,1289,285.0,,178.0,,539.0,B,4/17/2020 00:00,2020-04-17T00:00:00Z,04/16 20:00,169.0,1289,2020-04-17T00:00:00Z,49230,,,,4,273,1559,49230,49230,1832,49230,19,31,b72e8cb7412132317f473f9d530c79fc61b18337,0,0,0,0,0,
75,20200416,AZ,4234,43164,,578.0,1258,278.0,,188.0,,460.0,B,4/16/2020 00:00,2020-04-16T00:00:00Z,04/15 20:00,150.0,1258,2020-04-16T00:00:00Z,47398,,,,4,272,1816,47398,47398,2088,47398,8,45,c9a980fa26b754e4242584aa7e67916c375047ff,0,0,0,0,0,
76,20200415,AZ,3962,41348,,590.0,1213,286.0,,202.0,,385.0,B,4/15/2020 00:00,2020-04-15T00:00:00Z,04/14 20:00,142.0,1213,2020-04-15T00:00:00Z,45310,,,,4,156,1058,45310,45310,1214,45310,11,42,c4228eebc6bb93c5852c9adcb9717cf849a180e7,0,0,0,0,0,
